ts_code,name,management,found_date,fund_type,invest_type,benchmark,m_fee,c_fee,manager,net_asset,ann_date,2017,2018,2019,2020,2021,2022,all
005801.OF,工银瑞信印度市场美元,工银瑞信基金,20180615,股票型,股票型,中信证券印度ETP指数收益率*90%+人民币活期存款收益率(税后)*10%,1.6,0.2,刘伟琳,0.48,20211231,,-0.10925449871465288,0.026676279740447072,0.12429775280898872,0.19612742036227365,-0.031331592689295064,0.1921593830334191
005999.OF,嘉实中证金融地产ETF联接C,嘉实基金,20180615,股票型,被动指数型,中证金融地产指数收益率*95%+银行活期存款利率(税后)*5%,0.5,0.1,刘珈吟 李直,0.21,20211231,,-0.03697394789579163,0.31457401435556015,0.05032840072802079,-0.08197091840578619,-0.01649569142388183,0.20080160320641274
005873.OF,建信创业板ETF联接A,建信基金,20180613,股票型,被动指数型,创业板指数收益率*95%+银行人民币活期存款利率(税后)*5%,0.5,0.1,龚佳佳,0.69,20211231,,-0.20109999999999995,0.39687108886107636,0.6259295762028491,0.13875571719843502,-0.11178320832325192,0.8354999999999999
006087.OF,华泰柏瑞中证500ETF联接C,华泰柏瑞基金,20180613,股票型,被动指数型,中证500指数收益率*95%+银行活期存款利率(税后)*5%,0.15,0.05,柳军,0.63,20211231,,-0.23095360383495972,0.2983081032947464,0.28806584362139903,0.21059637912673057,-0.09764680008797008,0.4048964218455745
005823.OF,泰康颐享A,泰康资产,20180613,混合型,混合型,中债新综合财富(总值)指数收益率*75%+沪深300指数收益率*20%+金融机构人民币活期存款利率(税后)*5%,1.0,0.2,蒋利娟 金宏伟,7.86,20211231,,0.0363,0.08782936010037638,0.1779788838612369,0.0903065451532725,-0.039859077093119706,0.3898999999999999
005825.OF,申万菱信智能驱动,申万菱信基金,20180613,股票型,股票型,中证800指数收益率*85%+中证综合债指数收益率*15%,1.5,0.25,徐远航,9.1,20211231,,-0.08289999999999997,0.7812057124168755,0.6939837199339005,0.5346484572584727,-0.11128637348149545,2.7749
005824.OF,泰康颐享C,泰康资产,20180613,混合型,混合型,中债新综合财富(总值)指数收益率*75%+沪深300指数收益率*20%+金融机构人民币活期存款利率(税后)*5%,1.0,0.2,蒋利娟 金宏伟,6.53,20211231,,0.03509999999999991,0.08270531400966195,0.17446011065500625,0.0870754501937543,-0.04012022087090244,0.37329999999999997
005903.OF,泰达宏利绩优增长,泰达宏利基金,20180613,混合型,灵活配置型,中证全指指数收益率*50%+中证综合债券指数收益率*50%,1.5,0.25,吴华,0.4,20211231,,-0.12039999999999995,0.5637149028077753,0.6512794416981682,-0.1728813559322034,-0.09873323397913561,0.6933
005689.OF,中银医疗保健A,中银基金,20180613,混合型,灵活配置型,中证医药卫生指数收益率*65%+中债综合指数收益率*35%,1.5,0.25,刘潇,9.0,20211231,,-0.10499999999999998,0.7636010501619931,0.8983512915532144,-0.01942146041945997,-0.16517888166880224,1.4531511
005874.OF,建信创业板ETF联接C,建信基金,20180613,股票型,被动指数型,创业板指数收益率*95%+银行人民币活期存款利率(税后)*5%,0.5,0.1,龚佳佳,0.23,20211231,,-0.20209999999999995,0.39699248120300745,0.6194833153928955,0.13420848565414864,-0.11202812912047655,0.8183
005738.OF,长城智能产业,长城基金,20180608,混合型,灵活配置型,中证800指数收益率*50%+中债综合财富指数收益率*50%,1.5,0.25,何以广,10.81,20211231,,-0.07599999999999996,0.4384673665981165,0.8483822422874343,0.08959902300020352,-0.12220727788986033,1.3495
005490.OF,中金衡优C,中金基金,20180608,混合型,灵活配置型,中债综合财富(总值)指数收益率*70%+沪深300指数收益率*30%,0.8,0.15,陈诗昆,0.24,20211231,,0.01200000000000001,0.13507258893280635,0.21045032327423532,0.06061283480379623,-0.04920568159266824,0.40215032000000006
005489.OF,中金衡优A,中金基金,20180608,混合型,灵活配置型,中债综合财富(总值)指数收益率*70%+沪深300指数收益率*30%,0.8,0.15,陈诗昆,3.44,20211231,,0.01760000000000006,0.1407315577395576,0.214891532685659,0.06496178776559623,-0.0489235447594838,0.42825198
005788.OF,南方MSCI中国A股ETF联接A,南方基金,20180608,股票型,被动指数型,MSCI中国A股国际通指数收益率*95%+银行人民币活期存款利率(税后)*5%,0.5,0.1,罗文杰,1.38,20211231,,-0.10160000000000002,0.37875751503006005,0.4356427648578812,0.03745992463018167,-0.08088912984548657,0.6953
005789.OF,南方MSCI中国A股ETF联接C,南方基金,20180608,股票型,被动指数型,MSCI中国A股国际通指数收益率*95%+银行人民币活期存款利率(税后)*5%,0.5,0.1,罗文杰,0.68,20211231,,-0.10370000000000001,0.3732842316705724,0.4298716073460102,0.03330302341441236,-0.0811791882081179,0.6706000000000001
005701.OF,上投摩根香港精选港股通,上投摩根基金,20180608,混合型,混合型,中证港股通综合指数收益率*70%+中债总指数收益率*30%,1.5,0.25,张淑婉,0.5,20211231,,-0.12119999999999997,0.22400550269402744,0.33623677062845364,-0.2168640919604683,-0.10212118499955238,0.0032000000000000917
005905.OF,华泰保兴成长优选C,华泰保兴基金,20180607,混合型,混合型,沪深300指数收益率*70%+中债总指数(全价)收益率*30%,1.5,0.25,尚烁徽,0.54,20211231,,-0.12619999999999998,0.6284471907540908,0.694891434192959,0.19112769485903827,-0.11402714932126708,1.5453999999999999
005904.OF,华泰保兴成长优选A,华泰保兴基金,20180607,混合型,混合型,沪深300指数收益率*70%+中债总指数(全价)收益率*30%,1.5,0.25,尚烁徽,5.51,20211231,,-0.12239999999999995,0.6280050131024268,0.7052977815102527,0.19825994172446335,-0.11360367148434829,1.5880999999999998
005844.OF,东方人工智能主题,东方基金,20180607,混合型,混合型,中证人工智能主题指数收益率*80%+银行活期存款利率(税后)*20%,1.5,0.25,严凯,0.26,20211231,,-0.1725,0.39282261962300635,0.2013533443220265,-0.039933564413633826,-0.1947348627303497,0.0706
006010.OF,国融融银C,国融基金,20180607,混合型,灵活配置型,上证国债指数收益率*70%+沪深300指数收益率*30%,1.2,0.2,冯赟,0.03,20211231,,-0.008099999999999996,0.15287284734825565,0.002105841681226078,-0.23261763347115652,-0.10322657246767566,-0.21147828999999996
006009.OF,国融融银A,国融基金,20180607,混合型,灵活配置型,上证国债指数收益率*70%+沪深300指数收益率*30%,1.2,0.2,冯赟,0.01,20211231,,-0.00539999999999996,0.15515277023629953,0.004191349572657878,-0.2311042567124571,-0.10313901577846023,-0.20447601999999998
006075.OF,博时标普500ETF联接C,博时基金,20180607,股票型,被动指数型,经人民币汇率调整的标的指数(标普500净总收益指数)收益率*95%+人民币活期存款利率(税后)*5%,0.6,0.25,万琼 汪洋,7.87,20211231,,-0.032963219986120645,0.3039524670627745,0.08677391235438618,0.22389528948519766,-0.09481962524948608,0.5061960939823538
005588.OF,长安裕腾A,长安基金,20180606,混合型,灵活配置型,沪深300指数收益率*50%+中债综合全价指数收益率*30%+恒生综合指数收益率*20%,1.2,0.1,杜振业,0.24,20211231,,-0.1361,0.16112976038893403,0.0333964709400856,0.04196411344781024,0.0033330247199333833,0.08370000000000011
005967.OF,鹏华创新驱动,鹏华基金,20180606,混合型,混合型,中证沪港深互联互通综合指数收益率*80%+中证综合债指数收益率*20%,1.5,0.25,聂毅翔,1.92,20211231,,-0.1896,0.3699407699901284,0.6201585299945954,0.027186301217545974,-0.14277982247239654,0.5838000000000001
005592.OF,长安裕腾C,长安基金,20180606,混合型,灵活配置型,沪深300指数收益率*50%+中债综合全价指数收益率*30%+恒生综合指数收益率*20%,1.2,0.1,杜振业,4.0,20211231,,-0.1411,0.15614811364694922,0.03142310403867459,0.03993750610291957,0.0030985915492958505,0.06830000000000003
005950.OF,鑫元行业轮动C,鑫元基金,20180531,混合型,灵活配置型,中证综合债券指数收益率*40%+沪深300指数收益率*30%+恒生指数收益率*30%,0.6,0.1,李彪 赵慧 陈令朝,0.32,20211231,,0.0,0.0,,0.07851355127130466,-0.06226252158894632,0.08590000000000009
005949.OF,鑫元行业轮动A,鑫元基金,20180531,混合型,灵活配置型,中证综合债券指数收益率*40%+沪深300指数收益率*30%+恒生指数收益率*30%,0.6,0.1,李彪 赵慧 陈令朝,1.66,20211231,,-0.06110000000000004,0.08926288879420535,0.05798943868570324,0.0727423976337924,-0.061950715147337646,0.0887
005777.OF,广发科技动力,广发基金,20180531,股票型,股票型,中证800指数收益率*60%+人民币计价的恒生综合指数收益率*20%+中证全债指数收益率*20%,1.5,0.25,李耀柱,23.45,20211231,,-0.1765,0.6807500304395471,0.5570124601564764,-0.1583306192713908,-0.13792150359314528,0.5595000000000001
005711.OF,永赢惠添利,永赢基金,20180531,混合型,灵活配置型,沪深300指数收益率*60%+上证国债指数收益率*40%,1.5,0.25,李永兴,12.8,20211231,,-0.0464,0.7966193876481075,0.2852992499731139,-0.04681535444194106,-0.020236083231209515,1.05669834
005523.OF,泰康颐年A,泰康资产,20180530,混合型,混合型,中债新综合财富(总值)指数收益率*75%+沪深300指数收益率*20%+金融机构人民币活期存款利率(税后)*5%,1.0,0.2,桂跃强 蒋利娟,10.71,20211231,,0.03410000000000002,0.06200425614238735,0.09581929137444208,0.04413598204638012,-0.005253940455341458,0.24960000000000004
005707.OF,富国港股通量化精选A,富国基金,20180530,股票型,普通股票型,恒生综合指数收益率*95%+同期银行活期存款利率(税后)*5%,1.5,0.25,徐幼华 蔡卡尔,0.26,20211231,,-0.09889999999999999,0.1453442659777604,0.09512601745611451,-0.15724903734216886,-0.03166507278716401,-0.0887
005814.OF,华安CES港股通精选100ETF联接C,华安基金,20180530,股票型,被动指数型,中华交易服务港股通精选100指数收益率(经汇率调整)*95%+商业银行活期存款利率(税后)*5%,0.6,0.1,倪斌 苏圻涵,0.19,20211231,,-0.07999999999999996,0.1307354555433589,0.07737112901660022,-0.14777437376103797,-0.011947557623176123,-0.0655
005813.OF,华安CES港股通精选100ETF联接A,华安基金,20180530,股票型,被动指数型,中华交易服务港股通精选100指数收益率(经汇率调整)*95%+商业银行活期存款利率(税后)*5%,0.6,0.1,倪斌 苏圻涵,0.14,20211231,,-0.09230000000000005,0.13039608366711167,0.08179133858267712,-0.1443908652533891,-0.011590812420246725,-0.07050000000000001
005741.OF,南方君信A,南方基金,20180530,混合型,灵活配置型,沪深300指数收益率*50%+上证国债指数收益率*30%+中证港股通综合指数(人民币)收益率*20%,1.5,0.25,茅炜,3.67,20211231,,-0.019000000000000017,0.3725910064239829,0.5238095238095238,0.060013650546021834,-0.05785770132916337,1.0485000000000002
005434.OF,鹏华睿投,鹏华基金,20180530,混合型,灵活配置型,沪深300指数收益率*60%+中证全债指数收益率*40%,1.5,0.2,刘方正,4.07,20211231,,-0.18689999999999996,0.48389080177078214,0.36860860197232104,0.2172570390554042,-0.05959309555787689,0.8905000000000001
005524.OF,泰康颐年C,泰康资产,20180530,混合型,混合型,中债新综合财富(总值)指数收益率*75%+沪深300指数收益率*20%+金融机构人民币活期存款利率(税后)*5%,1.0,0.2,桂跃强 蒋利娟,15.95,20211231,,0.031400000000000095,0.0575169738118333,0.0925433366963221,0.040967092008059064,-0.0054838709677418685,0.23320000000000007
005534.OF,华夏新时代人民币,华夏基金,20180530,混合型,灵活配置型,上证国债指数收益率*40%+富时中国(不含B股)全盘指数收益率*30%+富时中国A股全股指数收益率*30%,1.8,0.3,常亚桥,3.36,20211231,,-0.10029999999999994,0.22127944624316181,0.9795228083005757,-0.06917890459037589,-0.11396110339353047,0.7859
005686.OF,财通资管瑞享12个月,财通证券资管,20180529,混合型,混合型,中债综合指数收益率*90%+沪深300指数收益率*10%,1.0,0.25,夏金涛 顾宇笛,0.33,20211231,,0.03279999999999994,0.0774743366259927,0.034783390257055506,0.13925635368713632,0.01417881489739477,0.33022313999999997
005264.OF,国都多策略,国都证券,20180525,混合型,混合型,沪深300指数收益率*60%+中国债券总指数收益率*40%,1.5,0.15,尹德才 张崴,0.05,20211231,,-0.025000000000000022,0.39741485432909324,0.707752165614447,-0.11468856123457849,-0.06938577324593338,0.9166000000000001
005821.OF,万家新机遇龙头企业A,万家基金,20180525,混合型,灵活配置型,中证全债指数收益率*40%+沪深300指数收益率*35%+恒生指数收益率*25%,1.5,0.25,束金伟,25.01,20211231,,-0.12919999999999998,0.44507139567019804,0.46720854251334776,0.7018913751900935,-0.07207139479839049,1.9076850699999999
005815.OF,农银汇理睿选,农银汇理基金,20180525,混合型,灵活配置型,中证800指数收益率*65%+中证全债指数收益率*35%,1.5,0.25,颜伟鹏,1.17,20211231,,-0.18500000000000005,0.5300613496932518,0.9195669607056934,0.2715461419559677,-0.09498307980418567,1.7546
005870.OF,鹏华沪深300指数增强,鹏华基金,20180525,股票型,增强指数型,"沪深300指数收益率*95%+1.5%(指年收益率,评价时按期间折算)",1.0,0.15,罗捷,4.05,20211231,,-0.17362100549562381,0.30016272374514946,0.37527678829305877,0.03465173258662924,-0.07063599458728015,0.39792387543252583
005679.OF,财通资管鑫盛6个月,财通证券资管,20180522,混合型,混合型,中债综合指数收益率*70%+沪深300指数收益率*30%,1.0,0.15,于洋 宫志芳 李杰,0.22,20211231,,0.0020000000000000018,0.1845047923322682,0.03910991233985165,0.09458144062297213,-0.006150881873425207,0.34109999999999996
005519.OF,银华混改红利,银华基金,20180522,混合型,灵活配置型,沪深300指数收益率*50%+中证全债指数收益率*50%,1.5,0.25,贲兴振,1.01,20211231,,-0.13449999999999995,0.3257855822550831,0.6594632276054376,-0.08112791430371774,-0.06583233327618719,0.6347
005975.OF,东方红配置精选C,东证资管,20180521,混合型,混合型,中债综合指数收益率*80%+沪深300指数收益率*20%,0.6,0.15,孔令超 徐觅,1.04,20211231,,-0.02859999999999996,0.14413672397817348,0.1356069468190408,0.07234548335974639,-0.0028079509347521065,0.3494999999999999
005974.OF,东方红配置精选A,东证资管,20180521,混合型,混合型,中债综合指数收益率*80%+沪深300指数收益率*20%,0.6,0.15,孔令超 徐觅,17.46,20211231,,-0.025499999999999967,0.1499384236453202,0.14127621597501105,0.07772912105098542,-0.0024669859236686035,0.3748
005674.OF,诺德消费升级,诺德基金,20180518,混合型,灵活配置型,申银万国消费品指数收益率*50%+中证综合债券指数收益率*50%,1.5,0.25,朱红 胡志伟,1.92,20211231,,-0.06840000000000002,0.23749194760575484,0.40430331424605237,0.15606079327814157,-0.12510688328345446,0.6371
005819.OF,国泰优势行业,国泰基金,20180517,混合型,混合型,沪深300指数收益率*80%+中债综合指数收益率*20%,1.5,0.25,彭凌志,3.3,20211231,,-0.17589999999999995,0.4009949041494783,0.8940850437343032,0.08417539207169307,-0.12677125506072864,1.0706000000000002
005969.OF,创金合信工业周期精选C,创金合信基金,20180517,股票型,股票型,中证工业指数收益率*90%+人民币活期存款利率(税后)*10%,1.5,0.25,李游,23.96,20211231,,-0.22509999999999997,0.546826625386997,1.305645901092486,0.22931963685029114,-0.10100920940359541,2.0554
005968.OF,创金合信工业周期精选A,创金合信基金,20180517,股票型,股票型,中证工业指数收益率*90%+人民币活期存款利率(税后)*10%,1.5,0.25,李游,42.25,20211231,,-0.2217,0.5561263806832778,1.3216408055463849,0.23797504354936186,-0.10053700140711595,2.1322
005830.OF,建信MSCI中国A股ETF联接C,建信基金,20180516,股票型,被动指数型,MSCI中国A股国际通指数收益率*95%+银行活期存款利率(税后)*5%,0.5,0.1,梁洪昀,0.11,20211231,,-0.09570000000000001,0.33838327988499384,0.33000082624142774,0.07945579921724553,-0.07550644567219152,0.6064
005829.OF,建信MSCI中国A股ETF联接A,建信基金,20180516,股票型,被动指数型,MSCI中国A股国际通指数收益率*95%+银行活期存款利率(税后)*5%,0.5,0.1,梁洪昀,0.69,20211231,,-0.09330000000000005,0.34476673651703993,0.33535635200524894,0.08389632723252662,-0.07524932003626475,0.6319999999999999
