ts_code,name,management,custodian,fund_type,found_date,due_date,list_date,issue_date,delist_date,issue_amount,m_fee,c_fee,duration_year,p_value,min_amount,exp_return,benchmark,status,invest_type,type,trustee,purc_startdate,redm_startdate,market
008206.OF,国泰聚瑞纯债,国泰基金,上海银行,债券型,20200429,,,20200421,,9.8001,0.3,0.1,,1.0,0.0001,,中证综合债指数收益率,L,债券型,契约型开放式,,20200527,20200527,O
008482.OF,广发央企80A,广发基金,交通银行,债券型,20200429,,,20200427,,25.5005,0.15,0.05,,1.0,0.0001,,上海清算所0-4年央企80债券指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20200511,20200511,O
008483.OF,广发央企80C,广发基金,交通银行,债券型,20200429,,,20200427,,0.0,0.15,0.05,,1.0,0.0001,,上海清算所0-4年央企80债券指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20200511,20200511,O
008865.OF,鑫元中短债C,鑫元基金,兴业银行,债券型,20200429,,,20200323,,0.6542,0.3,0.05,,1.0,0.001,,中债综合财富(1-3年)指数收益率*80%+一年期定期存款利率(税后)*20%,L,债券型,契约型开放式,,20201029,20200529,O
008409.OF,景顺长城景泰裕利纯债,景顺长城基金,南京银行,债券型,20200429,,,20200423,,3.0958,0.3,0.1,,1.0,0.0001,,中债综合全价(总值)指数收益率,L,债券型,契约型开放式,,20200518,20200518,O
008838.OF,德邦量化对冲策略A,德邦基金,交通银行,混合型,20200429,,,20200413,,1.3448,1.0,0.2,,1.0,0.001,,中国人民银行公布的同期一年期银行定期存款基准利率(税后),L,灵活配置型,契约型开放式,,20200715,20200715,O
008232.OF,中银恒优12个月A,中银基金,招商银行,债券型,20200429,,,20200413,,20.4791,0.3,0.08,,1.0,0.001,,中债综合全价(总值)指数收益率*95%+金融机构人民币活期存款基准利率(税后)*5%,L,债券型,契约型开放式,,20200703,,O
008905.OF,嘉合锦鹏添利A,嘉合基金,中国农业银行,混合型,20200429,,,20200413,,5.059,0.8,0.2,,1.0,0.001,,中证全债指数收益率*80%+沪深300指数收益率*20%,L,混合型,契约型开放式,,20200529,20200529,O
009161.OF,上投摩根锦程积极成长养老目标五年,上投摩根基金,中国建设银行,混合型,20200429,,,20200327,,0.1311,0.6,0.2,,1.0,0.01,,中证800指数收益率*75%+中证综合债指数收益率*20%+活期存款利率(税后)*5%,L,混合型,契约型开放式,,20200518,,O
008906.OF,嘉合锦鹏添利C,嘉合基金,中国农业银行,混合型,20200429,,,20200413,,1.6428,0.8,0.2,,1.0,0.001,,中证全债指数收益率*80%+沪深300指数收益率*20%,L,混合型,契约型开放式,,20200529,20200529,O
008697.OF,交银养老2035三年,交银施罗德基金,中信银行,混合型,20200429,,,20200323,,6.3315,0.8,0.2,,1.0,0.0001,,中债综合全价指数收益率*54%+沪深300指数收益率*46%,L,混合型,契约型开放式,,20200615,,O
008864.OF,鑫元中短债A,鑫元基金,兴业银行,债券型,20200429,,,20200323,,6.6432,0.3,0.05,,1.0,0.001,,中债综合财富(1-3年)指数收益率*80%+一年期定期存款利率(税后)*20%,L,债券型,契约型开放式,,20201029,20200529,O
009299.OF,英大安惠纯债C,英大基金,中国光大银行,债券型,20200429,,,20200420,,0.1319,0.3,0.1,,1.0,0.001,,中债综合全价(总值)指数收益率,L,债券型,契约型开放式,,20200604,20200604,O
009054.OF,圆信永丰沣泰,圆信永丰基金,兴业银行,混合型,20200429,,,20200330,,2.9362,1.0,0.2,,1.0,0.01,,上证国债指数收益率*80%+沪深300指数收益率*20%,L,混合型,契约型开放式,,20200729,20200729,O
009197.OF,北信瑞丰鼎盛中短债C,北信瑞丰基金,中国银行,债券型,20200429,,,20200407,,0.065,0.3,0.05,,1.0,0.0001,,中债总财富(1-3年)指数收益率*85%+一年期定期存款利率(税后)*15%,L,债券型,契约型开放式,,20200528,20200528,O
009295.OF,民生加银睿智一年定开债,民生加银基金,招商银行,债券型,20200429,,,20200410,,2.1,0.3,0.1,,1.0,,,中国债券综合指数收益率,L,债券型,契约型开放式,,20210429,20210429,O
166803.OF,浙商惠民A,浙商基金,中国民生银行,债券型,20200429,,,20200407,,0.7961,0.3,0.1,,1.0,0.0001,,中债新综合指数(全价)收益率*90%+一年期定存利率(税后)*10%,L,债券型,契约型开放式,,20200511,20200511,O
009196.OF,北信瑞丰鼎盛中短债A,北信瑞丰基金,中国银行,债券型,20200429,,,20200407,,2.1973,0.3,0.05,,1.0,0.0001,,中债总财富(1-3年)指数收益率*85%+一年期定期存款利率(税后)*15%,L,债券型,契约型开放式,,20200528,20200528,O
008605.OF,浙商惠民C,浙商基金,中国民生银行,债券型,20200429,,,20200407,,2.6367,0.3,0.1,,1.0,0.0001,,中债新综合指数(全价)收益率*90%+一年期定存利率(税后)*10%,L,债券型,契约型开放式,,20200511,20200511,O
217025.OF,招商理财7天A,招商基金,中国工商银行,债券型,20200429,,,20200429,,,0.27,0.08,,1.0,,,中国人民银行公告的金融机构人民币七天通知存款基准利率(税后),L,债券型,契约型开放式,,20200429,20200429,O
009145.OF,博时荣升稳健添利C,博时基金,中国邮政储蓄银行,混合型,20200429,,,20200323,,0.4785,0.6,0.2,,1.0,0.001,,中债综合财富(总值)指数收益率*85%+沪深300指数收益率*10%+恒生综合指数收益率*5%,L,混合型,契约型开放式,,20211029,20211029,O
217026.OF,招商理财7天B,招商基金,中国工商银行,债券型,20200429,,,20200429,,,0.27,0.08,,1.0,,,中国人民银行公告的金融机构人民币七天通知存款基准利率(税后),L,债券型,契约型开放式,,20200429,20200429,O
009086.OF,鹏华价值共赢两年持有期,鹏华基金,中国银行,混合型,20200429,,,20200407,,14.7024,0.8,0.25,,1.0,0.001,,沪深300指数收益率*70%+中证综合债指数收益率*20%+恒生指数收益率*10%(经汇率估值调整),L,混合型,契约型开放式,,20200528,,O
008199.OF,华夏粤港澳大湾区创新100ETF联接A,华夏基金,招商银行,股票型,20200429,,,20200330,,0.2008,0.3,0.1,,1.0,0.0001,,粤港澳大湾区创新100指数收益率*95%+人民币活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20200608,20200608,O
009144.OF,博时荣升稳健添利A,博时基金,中国邮政储蓄银行,混合型,20200429,,,20200323,,8.7573,0.6,0.2,,1.0,0.001,,中债综合财富(总值)指数收益率*85%+沪深300指数收益率*10%+恒生综合指数收益率*5%,L,混合型,契约型开放式,,20211029,20211029,O
872016.OF,广发资管昭利中短债B,广发资管,中国工商银行,债券型,20200428,,,20200428,,,0.3,0.05,,1.0,,,中债总财富(1-3年)指数收益率*90%+银行活期存款利率(税后)*10%,L,债券型,契约型开放式,,20200430,20200728,O
009322.OF,广发锐意进取3个月C,广发基金,中国银行,混合型,20200428,,,,,,1.0,0.2,,1.0,,,中证股票型基金指数收益率*75%+中证债券型基金指数收益率*20%+银行活期存款利率(税后)*5%,L,混合型,契约型开放式,,20200428,20200429,O
872015.OF,广发资管昭利中短债A,广发资管,中国工商银行,债券型,20200428,,,20200428,,,0.3,0.05,,1.0,,,中债总财富(1-3年)指数收益率*90%+银行活期存款利率(税后)*10%,L,债券型,契约型开放式,,20200430,20200728,O
872017.OF,广发资管昭利中短债C,广发资管,中国工商银行,债券型,20200428,,,20200428,,,0.3,0.05,,1.0,,,中债总财富(1-3年)指数收益率*90%+银行活期存款利率(税后)*10%,L,债券型,契约型开放式,,20200430,20200728,O
008956.OF,鹏华中债3-5年国开行A,鹏华基金,中国邮政储蓄银行,债券型,20200427,,,20200210,,16.9132,0.15,0.05,,1.0,0.001,,中债-3-5年国开行债券指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20200518,20200518,O
008957.OF,鹏华中债3-5年国开行C,鹏华基金,中国邮政储蓄银行,债券型,20200427,,,20200210,,0.0005,0.15,0.05,,1.0,0.001,,中债-3-5年国开行债券指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20200518,20200518,O
009288.OF,惠升和裕纯债C,惠升基金,交通银行,债券型,20200427,,,20200420,,0.0244,0.3,0.05,,1.0,0.001,,中债综合全价指数收益率,L,债券型,契约型开放式,,20200429,20200429,O
009287.OF,惠升和裕纯债A,惠升基金,交通银行,债券型,20200427,,,20200420,,2.1001,0.3,0.05,,1.0,0.001,,中债综合全价指数收益率,L,债券型,契约型开放式,,20200429,20200429,O
009292.OF,易方达年年恒春纯债一年定开债A,易方达基金,招商银行,债券型,20200427,,,20200417,,29.5279,0.3,0.05,,1.0,0.0001,,中债信用债总财富(1年以下)指数收益率,L,债券型,契约型开放式,,20210305,20210305,O
009293.OF,易方达年年恒春纯债一年定开债C,易方达基金,招商银行,债券型,20200427,,,20200417,,6.2491,0.3,0.05,,1.0,0.0001,,中债信用债总财富(1年以下)指数收益率,L,债券型,契约型开放式,,20210305,20210305,O
007865.OF,东方红货币D,东证资管,中国工商银行,货币市场型,20200427,,,,,,0.2,0.06,,1.0,,,当期银行活期存款利率(税后),L,货币型,契约型开放式,,20200427,20200427,O
008997.OF,同泰竞争优势A,同泰基金,广发证券,混合型,20200427,,,20200316,,1.117,1.5,0.2,,1.0,0.001,,沪深300指数收益率*70%+中债综合全价(总值)指数收益率*30%,L,混合型,契约型开放式,,20200527,20200527,O
008998.OF,同泰竞争优势C,同泰基金,广发证券,混合型,20200427,,,20200316,,1.3006,1.5,0.2,,1.0,0.001,,沪深300指数收益率*70%+中债综合全价(总值)指数收益率*30%,L,混合型,契约型开放式,,20200527,20200527,O
008464.OF,招商添瑞1年定开债C,招商基金,中国民生银行,债券型,20200426,,,20200420,,,0.3,0.1,,1.0,,,中证全债指数收益率,L,债券型,契约型开放式,,20210427,20210427,O
980003.OF,太平洋证券六个月滚动持有,太平洋,兴业银行,债券型,20200426,,,20200426,,,0.5,0.05,,1.0,,,中债综合财富(1年以下)指数收益率*80%+一年期定期存款利率(税后)*20%,L,债券型,契约型开放式,,20200427,20200427,O
009166.OF,平安合享1年定开债,平安基金,平安银行,债券型,20200426,,,20200413,,10.0,0.3,0.1,,1.0,,,中债综合指数(总财富)收益率*90%+1年期定期存款利率(税后)*10%,L,债券型,契约型开放式,,,,O
008463.OF,招商添瑞1年定开债A,招商基金,中国民生银行,债券型,20200426,,,20200420,,10.0,0.3,0.1,,1.0,,,中证全债指数收益率,L,债券型,契约型开放式,,20210427,20210427,O
009146.OF,新华精选成长主题3个月持有期,新华基金,中国农业银行,混合型,20200426,,,20200401,,2.2243,1.0,0.2,,1.0,0.0001,,中证500指数收益率*60%+中证全债指数收益率*40%,L,混合型,契约型开放式,,20200506,20200727,O
008169.OF,汇添富积极投资核心优势三个月持有期,汇添富基金,中国建设银行,混合型,20200426,,,20200409,,17.6691,1.0,0.25,,1.0,0.001,,中证800指数收益率*70%+中债综合指数收益率*30%,L,混合型,契约型开放式,,20200511,20200727,O
009323.OF,博时富通一年定开,博时基金,中国民生银行,债券型,20200426,,,20200420,,10.0,0.3,0.1,,1.0,,,中债综合财富(总值)指数收益率*90%+1年期定期存款利率(税后)*10%,L,债券型,契约型开放式,,20210426,20210426,O
008629.OF,大成景瑞稳健配置A,大成基金,中国银行,混合型,20200426,,,20200401,,5.888,1.0,0.2,,1.0,0.0001,,中债综合全价指数收益率*80%+沪深300指数收益率*20%,L,混合型,契约型开放式,,20200630,20200630,O
008289.OF,国寿安保泰祥纯债一年定开债,国寿安保基金,中国民生银行,债券型,20200426,,,20200420,,10.0,0.3,0.1,,1.0,,,中债综合(全价)指数收益率,L,债券型,契约型开放式,,20210426,20210426,O
008630.OF,大成景瑞稳健配置C,大成基金,中国银行,混合型,20200426,,,20200401,,0.0906,1.0,0.2,,1.0,0.0001,,中债综合全价指数收益率*80%+沪深300指数收益率*20%,L,混合型,契约型开放式,,20200630,20200630,O
008290.OF,华安现代生活,华安基金,中国工商银行,混合型,20200426,,,20200409,,11.7959,1.5,0.25,,1.0,0.0001,,中证800指数收益率*70%+中债综合全价指数收益率*20%+恒生指数收益率(经汇率调整)*10%,L,混合型,契约型开放式,,20200703,20200703,O
008595.OF,平安惠智,平安基金,南京银行,债券型,20200424,,,20200317,,9.5005,0.3,0.1,,1.0,0.001,,中债综合指数(总财富)收益率*90%+1年期定期存款利率(税后)*10%,L,债券型,契约型开放式,,20201026,20200811,O
009128.OF,明亚价值长青A,明亚基金,宁波银行,混合型,20200424,,,20200407,,0.4593,1.5,0.15,,1.0,0.0001,,沪深300指数收益率*50%+中债综合全价(总值)指数收益率*40%+中证港股通综合指数收益率*10%,L,混合型,契约型开放式,,20200525,20200525,O
009129.OF,明亚价值长青C,明亚基金,宁波银行,混合型,20200424,,,20200407,,2.9875,1.5,0.15,,1.0,0.0001,,沪深300指数收益率*50%+中债综合全价(总值)指数收益率*40%+中证港股通综合指数收益率*10%,L,混合型,契约型开放式,,20200525,20200525,O
008610.OF,海富通添鑫收益C,海富通基金,中国民生银行,债券型,20200423,,,20200407,,1.7861,0.7,0.15,,1.0,0.001,,中债综合财富(总值)指数收益率*85%+沪深300指数收益率*10%+银行活期存款利率(税后)*5%,L,债券型,契约型开放式,,20200722,20200722,O
009193.OF,富国红利精选美元,富国基金,招商银行,混合型,20200423,,,20200330,,3.9994,1.5,0.35,,0.1411,0.02,,恒生高股息率指数收益率(经汇率估值调整)*60%+中证红利指数收益率*30%+中债综合财富指数收益率*10%,L,混合型,契约型开放式,,20200518,20200518,O
009108.OF,富国红利精选人民币,富国基金,招商银行,混合型,20200423,,,20200330,,3.9994,1.5,0.35,,1.0,0.001,,恒生高股息率指数收益率(经汇率估值调整)*60%+中证红利指数收益率*30%+中债综合财富指数收益率*10%,L,混合型,契约型开放式,,20200518,20200518,O
009169.OF,湘财长兴A,湘财基金,浙商银行,混合型,20200423,,,20200323,,2.8568,1.5,0.25,,1.0,0.001,,中证800指数收益率*60%+上证国债指数收益率*40%,L,灵活配置型,契约型开放式,,20200602,20200602,O
008056.OF,南方上证50指数增强A,南方基金,中信证券,股票型,20200423,,,20200313,,1.4707,1.0,0.2,,1.0,0.0001,,上证50指数收益率*95%+银行活期存款利率(税后)*5%,L,增强指数型,契约型开放式,,20200601,20200601,O
009059.OF,南方沪深300增强A,南方基金,招商银行,股票型,20200423,,,20200323,,2.0732,0.5,0.1,,1.0,0.0001,,沪深300指数收益率*95%+银行活期存款利率(税后)*5%,L,增强指数型,契约型开放式,,20200622,20200622,O
008057.OF,南方上证50指数增强C,南方基金,中信证券,股票型,20200423,,,20200313,,0.6166,1.0,0.2,,1.0,0.0001,,上证50指数收益率*95%+银行活期存款利率(税后)*5%,L,增强指数型,契约型开放式,,20200601,20200601,O
009404.OF,平安惠享纯债C,平安基金,平安银行,债券型,20200423,,,,,,0.3,0.1,,1.0,,,中证全债指数收益率,L,债券型,契约型开放式,,20200424,20200424,O
007842.OF,南华中证杭州湾区ETF联接A,南华基金,浦发银行,股票型,20200423,,,20200121,,0.5905,0.5,0.1,,1.0,0.001,,中证杭州湾区指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20200525,20200525,O
008921.OF,国泰聚鑫纯债,国泰基金,杭州银行,债券型,20200423,,,20200414,,2.0,0.3,0.1,,1.0,0.0001,,中证综合债指数收益率,L,债券型,契约型开放式,,20200518,20200518,O
009143.OF,上投摩根锦程稳健养老目标一年(FOF),上投摩根基金,中国建设银行,混合型,20200423,,,20200407,,4.0579,0.6,0.2,,1.0,0.01,,中证综合债指数收益率*70%+中证800指数收益率*20%+活期存款利率(税后)*10%,L,混合型,契约型开放式,,20200518,20210423,O
007965.OF,民生加银品质消费A,民生加银基金,中国工商银行,股票型,20200423,,,20200121,,1.6718,1.5,0.25,,1.0,0.001,,中证内地消费主题指数收益率*70%+中债总指数收益率*20%+恒生综合指数收益率*10%,L,股票型,契约型开放式,,20200525,20200525,O
007966.OF,民生加银品质消费C,民生加银基金,中国工商银行,股票型,20200423,,,20200121,,0.922,1.5,0.25,,1.0,0.001,,中证内地消费主题指数收益率*70%+中债总指数收益率*20%+恒生综合指数收益率*10%,L,股票型,契约型开放式,,20200525,20200525,O
007843.OF,南华中证杭州湾区ETF联接C,南华基金,浦发银行,股票型,20200423,,,20200121,,1.571,0.5,0.1,,1.0,0.001,,中证杭州湾区指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20200525,20200525,O
008020.OF,华富中证人工智能产业ETF联接A,华富基金,招商银行,股票型,20200423,,,20200313,,1.9393,0.5,0.1,,1.0,0.001,,中证人工智能产业指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20200507,20200507,O
